선불식할부거래사업자정보																																					
																																					
회사정보													판매품목(현재 시판중인 주요 3개 품목)						재무현황												선수금현황						
상호	대표자성명	선불식할부거래업등록번호	선불식할부거래할부거래등록일	법인등록번호	사업자등록번호	법인 소재지	영업소 소재지	전화번호	전자우편주소	영업상태	영업개시일	등록취소 및 폐업일자	상품명1	가격 및 지급방법1	상품명2	가격 및 지급방법2	상품명3	가격 및 지급방법3	자산(원)			부채(원)			자본총계	자본금	지급여력비율(%)		부채비율(%)		총선수금(원)	보전비율(%)	선수금보전 계약				
하늘문(주)	김 *  * 	경기(2)-2010-01호	20101108	2811110122983	128-86-18777	경기도 고양시 덕양구 보광로106번길 46	상 동	031-962-7579	yun***@nate.com	정상영업	20070126		믿음	320만원(3.2만원*100회 또는 1.6만원*200회) 수의(저마, 원사/중국 제조/국내), 관(오동나무, 원산지/중국, 제조/국내), 버스 또는 리무진 중 택1(왕복 200km), 도우미(4명*10시간) 등	소망	390만원(3.9만원*100회 또는 1.95만원*200회) 수의(대마, 원산지/중국, 제조/국내),관(오동나무, 원산지/중국, 제조/국내), 버스, 리무진 (각 왕복 200km), 도우미(5명*10시간) 등	사랑	480만원(4.8만원*100회 또는 2.4만원*200회) 수의(대마, 원산지/중국, 제조/국내), 관(오동나무, 원산지/중국, 제조/국내), 버스,리무진 (각 왕복 400km), 도우미(6명*10시간) 등	7,344,694,398	18,521,543,588	25,866,237,986	7,892,759,893	8,338,052,983	16,230,812,876	9,635,425,110	1,500,000,000	1852	100	63	100	532,777,000	61	우리은행	예치계약	322,543,850	우리은행(원당지점)	031-964-0615
[등록취소](주)드림종합상조	허 * 	서울-2011-제100호	20110325	1101113570573	107-86-84682	서울 영등포구 당산동1가  109  201호		02-2636-4441		등록취소			드림실버	198만원(월3만원X66회)	드림골드	240만원(월4만원X60회)	드림명품	350만원(월5만원X70회)	0	0	0	0	0	0	0	300,000,000		100		100	531,664,000	17	우리은행	예치계약	88,007,000		
(주)믿음의 가족[구(주)광명상조]	문 *  *  *  *  *  *  * 	부산-2010-13호	20101227	1801110591502	607-81-80745	부산광역시 사상구 새벽시장로 57	부산광역시 사상구 새벽시장로 57	1577-1476,051-861-1472	suz*****@daum.net	정상영업	20070427		일반상품(240)	240만원(2만원*120회) 수의(저마, 중국산), 관(오동나무4.5cm, 중국산)	최적상품(360)	360만원(3만원*120회) 수의(대마, 중국산), 관(오동나무4.5cm, 중국산), 리무진 및 장의버스(왕복200km이내 무료제공), 생화꽃제단(30만원 기준) 등	고급상품(480)	480만원(4만원*120회) 수의(대마, 중국산), 관(오동나무4.5cm, 2단, 중국산), 리무진 및 장의버스(왕복300km이내 무료제공), 생화꽃제단(50만원 기준) 등	51,989,023	223,273,457	275,262,480	213,466,374	308,140,000	521,606,374	-246,343,894	2,100,000,000	20	100	189	100	308,660,000	50	우리은행	예치계약	154,592,000	우리은행(사상지점)	051-322-7200
[폐업](주)대명라이프이행보증 [구.㈜자빈라이프]	송 *  * 	서울-2010-제15호	20101005	1101114120393	107-87-22252	서울특별시 강서구 방화동로3길 49	서울특별시 강서구 방화동로3길 49	1544-1035	ssy********@hanmail.net	폐업	20101230	20170421	vip 실버골드	390만(3만*130회) 수의(대마,원사:중국,제조:국내), 버스,리무진(전국무료) 등	고급형	378만(3만*126회) 수의(대마,원사:중국,제조:국내), 버스,리무진(400km제공) 등	실속형	248만(2만*124회) 수의(대마, 원사:중국, 제조:국내), 버스,리무진(선택, 전국) 등	217,338,768	10,500,000	227,838,768	21,277,648	0	21,277,648	206,561,120	300,000,000	5126	100	9	100	4,470,000	50	국민은행	예치계약	2,235,000		
[등록취소](주)다음세계상조	-	서울-2011-제92호	20110317	1101113839416	107-87-06077	서울 영등포구 국회대로 664,3층	상동	1544-4174	dau******@naver.com	등록취소	20080213		애니서비스2호	396만원(33,000x120회),수의(대마, 국내산) 관(오동나무) 리무진(전국무료) 버스(300km이내 무료제공)					1,251,196,376	258,362,400	1,509,558,776	3,255,415,821	0	3,255,415,821	-1,745,857,045	300,000,000	-637	100	216	100	0	0	우리은행	예치계약	0	우리은행(여의도광장지점)	02-785-0025
[등록취소](주)다음사랑	-	서울-2011-제91호	20110317	1101113509978	107-86-81458	서울 영등포구 국회대로 664,3층(영등포동7가, 한흥빌딩)	상동	1544-4174	dau******@naver.com	등록취소	20060824		애니2호	396만원(33,000x120회),수의(대마, 국내산) 관(오동나무) 리무진(전국무료) 버스(300km이내 무료제공)					4,286,259,586	95,655,770	4,381,915,356	9,522,707,521	11,000,000	9,533,707,521	-5,151,792,165	300,000,000	-461	100	218	100	918,000,220	50	우리은행	예치계약	459,000,110		
[등록취소](주)길쌈상조	왕 *  * 	대전-선불식할부거래업-4	20101005	1601110200389	314-81-79249	대전광역시 서구 배재로 78	대전광역시 서구 배재로 78	1588-7323	gil****@hanmail.net	등록취소	20051219		길쌈C396[132회]	396만원(월 30,000원 x 132회) 관(오동나무,중국산) 수의(원사:대마,중국,제조:대전) 리무진,장의버스(왕복200km이내무료),전문복지사6명,양복,상복,장례용품 외	길쌈C528[132회]	528만원(월 40,000원 x 132회)  관(오동나무,중국산) 수의(원사:대마,중국,제조:대전) 리무진,장의버스(전국무료),전문복지사7명,양복,상복,장례용품 외	길쌈C264[132회]	264만원(월 20,000원 x 132회) 관(오동나무,중국산) 수의(원사:대마,중국,제조:대전) ,장의버스(왕복100km이내무료),전문복지사3명,양복,상복,장례용품 외	616,347,809	11,341,627,095	11,957,974,904	345,865,276	16,302,140,788	16,648,006,064	-4,690,031,160	1,000,000,000	70	100	139	100	15,865,263,200	51	한국상조공제조합	공제계약	8,091,284,232	한국상조공제조합	1688-0972
[등록취소](주)노블라이프	이 *  * 	서울-2010-제33호	20101020	1101113188590	107-86-61258	서울특별시 영등포구 영등포로 116-1	서울특별시 영등포구 영등포로 116-1	1544-9753	mae*****@naver.com	등록취소	20050316		노블280	월4만*70개월 관 : 오동 1.0치, 수의 : 대마수의, 남자상복 : 4벌, 여자상복 : 3벌, 차량 : 리무진(왕복200km), 꽃바구니 2개, 도우미:3명(8시간)	노블340	월4만*85개월 / 월5만*68개월 관 : 오동 1.0치, 수의 : 대마수의, 남자상복 : 5벌 , 여자상복 : 5벌, 도우미 4명(8시간), 차량 : 장의버스(왕복100km), 꽃바구니 2개, 납골당 : 지정 납골당 상단제공	노블400	월5만*80개월 관 : 오동 1.5치, 수의 : 대마수의(특), 남자상복 : 직계상주제공, 여자상복 : 7벌, 차량 : 장의버스와 리무진(왕복200km), 꽃제단 1단, 도우미 : 5명(8시간)	11,872,022	739,909,575	751,781,597	74,517,460	1,850,906,066	1,925,423,526	-1,173,641,929	300,000,000	36	100	256	100	1,657,069,400	37	KEB하나은행	예치계약	620,441,500		
[폐업]㈜부산의사상조	김 *  * 	부산-2010-제16호	20110119	1801110610328	605-81-85424	부산광역시 중구 중구로 121	좌동	051-465-1024	san*******@naver.com	폐업	20071101	20190121	고급형	360만원(6만원X60회) 장례지도사, 행사도우미(40시간), 장의버스 및 리무진(부산, 김해, 양산), 관(오동나무, 중국), 수의(명주+삼베, 중국), 기타입관용품, 상복(남,여 각 3벌)	VIP형	490만원(7만원X70회) 장례지도사, 행사도우미(60시간), 장의버스 및 리무진(영남권 전역), 관(솔송, 미국), 수의(명주+삼베, 중국), 기타입관용품, 상복(남,여 각 5벌)	프리미엄형	600만원(7만5천원X80회) 장례지도사, 행사도우미(80시간), 장의버스 및 리무진(영남권 전역), 관(향나무, 미국), 수의(명주+삼베, 중국), 기타입관용품, 상복(직계가족)	325,857,335	827,082,869	1,152,940,204	273,067,002	871,843,386	1,144,910,388	8,029,816	300,000,000	101	100	99	100	828,040,000	50	우리은행	예치계약	415,652,000	우리은행(초량지점)	051-468-7051
[등록취소]투어라이프(주)[구,삼성라인(주)]	박 *  * 	전북 제 2010-4호	20101008	2101110046542	402-81-64024	전라북도 전주시 덕진구 백제대로 827	전라북도 전주시 덕진구 백제대로 827	1566-2116	spe********@hanmail.net	등록취소	20050222		240만원 상품	20,000원*120회/ 수의(저마,중국산) 관(오동나무) 장의버스 또는 리무진 택일(20만원 지원)	기본형 360만원	20,000원*150회,25,000원*120회/ 수의(대마,중국산) 관(오동나무,중국산) 리무진 또는 장의차 무제한 / 드레스, 턱시도, 원판사진, 헤어, 메이크업, 앨범	VIP 420만원	28,000원*150회,35,000원*120회/ 수의(대마,중국산) 관(오동나무2단, 중국산) 리무진(왕복200km이내무료) / 드레스, 턱시도, 원판사진, 헤어, 메이크업, 앨범	6,841,259,441	8,740,624,033	15,581,889,474	20,980,734,977	4,100,000,000	25,080,734,977	-9,498,845,503	500,000,000	45	100	161	100	16,880,594,500	56	한국상조공제조합	공제계약	9,369,721,950	한국상조공제조합	1688-0972
[등록취소]케이비라이프(주)[구,천마예상조(주)]	김 *  * 	서울2021-제167호	20110530	1701110248931	504-81-52445	서울특별시 노원구 동일로183길 10	서울특별시 노원구 동일로183길 10	1544-7173	ycd***@nate.com	등록취소	20030701		케이비360	360만, 오동관 4.5cm, 가진수의 외 수의용품, 상주용품, 꽃바구니 2개, 장의버스(왕복 100km), 도우미 3명, 1회용품, 유골함 등	케이비390	390만, 오동관 4.5cm, 대마수의 외 수의용품, 상주용품, 재단장식 1단, 꽃바구니 2개, 장의버스 또는 리무진(왕복 200km), 도우미 4명, 1회용품, 유골함 등	케이비플러스499	499만, 적송관 4.5cm, 고급대마수의 외 수의용품, 상주용품, 재단장식 2단, 꽃바구니 2개, 장의버스(왕복 200km), 도우미 6명, 1회용품, 유골함(최고급) 등	390,039,450	869,549,422	1,259,588,872	425,521,627	2,794,685,900	3,220,207,527	-1,960,618,655	1,500,000,000	13	100	256	100	2,249,046,800	50	한국상조공제조합	공제계약	1,124,523,400	한국상조공제조합	1688-0972
(주)용인공원라이프[구,㈜예온]	김 *  * 	경기 제2020-1호	20101001	1101114420024	220-88-04156	경기도 안양시 동안구 동편로20번길 9	경기도 안양시 동안구 동편로20번길 9	02-575-9229	ypl****@yonginparklife.com	정상영업	20100901		온유 아너스톤 590	590만원 일시납, 수의(한지,중국산), 최고급광주요제작함, 관(오동나무, 중국산), 헌화50송이, 일회용품, 리무진(300km이내 무료제공)	온유 아너스톤 480	480만원 일시납, 수의(한지,중국산), 고급 봉안함, 관(오동나무, 중국산), 헌화50송이, 일회용품, 리무진(300km이내 무료제공)	온유 아너스톤 350	수의9저마,중국산), 고급 봉안함, 관(오동나무, 중국산), 헌화30송이, 리무진미제공	3,605,655,149	6,691,301,797	10,296,956,946	578,399,810	29,330,878,737	29,909,278,547	-19,612,321,601	1,590,000,000	30	100	290	100	27,828,695,700	50	상조보증공제조합	공제계약	13,914,347,850	상조보증공제조합	1600-1226
[폐업](주)제일라이프	이 *  * 	경기(2)-2011-03	20110330	1101113176694	128-86-10590	경기도 고양시 덕양구 행신동 950-1호	상 동	031-938-2351	win*****@hanmail.net	폐업	20060115	20131219	프리미엄1호	280만원(28천원x100회) 수의(대마,국내산), 관(오동나무,중국산) 리무진(200km) 등	프리미엄2호	360만원(36천원x100회) 수의(대마,국내산), 관(오동나무,중국산) 리무진(200km) 등	프리미엄3호	480만원(48천원x100회) 수의(대마,국내산), 관(오동나무,중국산) 리무진(200km) 등	297,547,934	4,000,000	301,547,934	1,957,325	149,950,513	151,907,838	149,640,096	300,000,000		100	50	100	57,084,000	28	신한은행	예치계약	15,978,394		
[폐업](주)다인상조	최 *  * 	광주-2010-제3호	20101011	2001110259501	409-86-02102	광주 북구 우치로 47(중흥동 357-1)	상 동	1588-9906	css****@hanmail.net	폐업	20080601	20170308	일반형	300만원(월25000*120회) 수의(황토5품), 관(오동나무), 장의차(왕복300km)	고급형	396만원(월33000*120회) 수의(수세식저마), 관(오동나무), 장의차,리무진(왕복300km)	최고급형	600만원(월50000*120회) 수의(수세식대마), 관(오동나무), 장의차,리무진(전국무료)	1,085,545,499	17,074,853	1,102,620,352	1,031,777,062	0	1,031,777,062	70,843,290	300,000,000	107	100	94	100	989,920,000	49	우리은행	예치계약	486,110,500	우리은행(유동지점)	062-521-8111
[직권말소]사임당라이프(주)	정 *  * 	부산-2015-제44호	20150115	1701110180761	502-81-75006	부산광역시 중구 남포길 43	상 동	1599-4838	sai*********@naver.com	폐업	20040521	20190325	고급형	30,000*120=360만원 수의(대마, 중국산),관(오동나무,중국산),리무진(전국무료)등	명품형	40,000*120=480만원 수의(대마, 중국산),관(오동나무,중국산),리무진(전국무료)등			3,374,815	136,173,682	139,548,497	2,523,830	301,513,892	304,037,722	-164,489,225	300,000,000	26	100	218	100	260,580,000	50	우리은행	예치계약	130,023,000	우리은행(별내신도시점)	031-572-0176
보람상조애니콜(주)	오 *  *  *  *  *  *  *  *  *  *  *  * 	서울-2011-제84호	20110314	1101113811282	215-87-10848	서울특별시 중구 세종대로 73	서울특별시 중구 세종대로 73	1588-7979	bor******@boram.com	정상영업	20080102		마이스터 35	499만원(35,000원*142회,20,000*1회) 오동나무관, 명품수의, 트래버스 리무진 사용(왕복200km무료), 행사복지사 1명, 의전관리사(3명/24시간), 디지털 앨범 제작 등[요약]	보람더베스트580	490만원(25,000원*196회) 오동나무관, 특 명품수의, 트래버스 리무진 사용(왕복200km무료), 행사복지사 1명, 의전관리사(3명/24시간), 디지털 앨범 제작, 고인 이송 전용 차량 전국서비스 등[요약]	헤리티지959	699만원(35,000*199회,25,000*1회) 오동나무관, 특 명품수의, 트래버스 리무진 사용(왕복400km무료), 행사복지사 1명, 의전관리사(4명/32시간), 오마주, 디지털 앨범 제작 등[요약]	19,943,153,541	90,852,604,348	110,795,757,889	4,811,617,153	128,194,664,632	133,006,281,785	-22,210,523,896	1,500,000,000	82	100	120	100	132,709,811,500	50	우리은행/한국상조공제조합	예치계약/공제계약	179694800/66354905750	한국상조공제조합,우리은행(가락중앙지점)	1688-0972, 02-431-0506
[직권말소](주)전국종합기독교상조	채 *  * 	경기-2010-07호	20101203	1211110159517	130-86-28230	경기도 부천시 송내대로73번길 46	경기도 부천시 송내대로73번길 46	1577-4415	kds*****@hanmail.net	폐업	20070621	20190125	VIP	320만원(32,000원*100회)수의(대마, 국내산), 관(오동나무, 국내산), 장의버스(200Km무료) 등	VIP 골드	360만원(30,000원*120회)수의(대마, 국내산), 관(오동나무, 국내산), 장의버스+리무진(200Km무료) 등	VIP 프리미엄	420만원(30,000원*140회)수의(대마, 국내산), 관(오동나무, 국내산), 장의버스(200Km무료)+리무진(전국무료) 등	709,960,000	197,366,000	907,326,000	1,462,779,000	0	1,462,779,000	-555,453,000	300,000,000	71	100	161	100	1,990,460,000	32	신한은행	예치계약	637,609,850	신한은행(부천상동점)	032-327-6611
[폐업](주)신양상조	김 *  * 	부산-2010-9호	20101103	1801110537845	605-81-75246	부산 금정구 부곡3동  22-4	상 동	051-518-1300	hsj****@naver.com	폐업	20101025	20140530	스페셜	360만원(월3만원X120회) 관(오동나무, 중국), 리무진, 버스(200km이내)	프리미엄	480만원(월3만원X160회) 관(오동나무, 중국), 수의(대마, 중국), 리무진, 버스(200km이내)	VIP	580만원(월5만원X116회) 관(오동나무, 중국) 수의(대마, 중국), 리무진 버스(400km), 새화제단 등	0	0	0	0	0	0	0	300,000,000		100		100	0	0	신한은행	예치계약	0	신한은행(장전동지점)	051-515-4771
[폐업]전국연합장례서비스(주)	김 *  * 	서울-2011-제82호	20110315	1101114124189	119-86-18318	서울시 관악구 신림동1415-21 2층	서울시 관악구 신림동 1415-21 2층	1588-4142		폐업	20090625	20170114	280만원	280(28,000*100) 수의(저마/중국산), 관(오동나무/중국산), 리무진(50km)/버스(100km) 택 1	420만원	420(42,000*100) 수의(대마/중국산), 관(오동나무/중국산), 리무진(200km)/버스(200km) 제공			356,422,714	39,000,000	395,422,714	236,980,528	594,586,500	831,567,028	-436,144,314	300,000,000	26	100	210	100	573,529,900	57	우리은행	예치계약	328,573,450		
(주)나드리가자[구. (주)동양상조, (주)케이라이프, (주)케이라이프상조]	박 *  * 	서울2021-제166호	20110530	1912110012024	612-81-23348	서울특별시 금천구 가산디지털1로 171	서울특별시 금천구 가산디지털1로 171	1833-6167	nad***@naver.com	정상영업	20050708		드림 300	300만원(25,000원*120회) 크루즈 여행 서비스 (아시아크루즈)					236,902,391	5,903,602,925	6,140,505,316	250,015,617	7,745,757,400	7,995,773,017	-1,855,267,701	1,800,000,000	76	100	130	100	6,894,711,800	50	우리은행/우리은행	예치계약(상조상품)/예치계약(여행상품)	245755900/3203075000	우리은행(영동지점)	02-549-8181
